Ab. Y Paleteria La Chaparrita,1,4.0,N/A,23.6345012367459,-102.552784122527,Taylor Lake Village,TX 
TCBY,4,3.0,$$,33.33403,-105.68012,Ruidoso,NM
Tulie Freeze,10,3.5,$,33.07137,-106.01714,Tularosa,NM
Roy's Ice Cream Parlour,1,3.0,N/A,33.641078,-105.878288,Carrizozo,NM
Classic's Frozen Custard,35,4.5,$,33.43359,-104.52221,Roswell,NM
Yoly's Paleteria,6,5.0,$,33.3940955971412,-104.529928044181,Roswell,NM
Very Berry Yogurt Bar,3,4.5,$,33.4346504692344,-104.523367537027,Roswell,NM
Dairy Queen,1,1.0,N/A,33.3945885,-104.5321808,Roswell,NM
I Don't Know,4,5.0,$$,33.5876249194317,-102.373488857869,Levelland,TX
Dairy Queen,1,3.0,$$,33.57976,-102.36738,Levelland,TX
Dairy Queen,5,2.0,$,33.197256889749,-101.378825441825,Post,TX
Dairy Queen,6,2.0,$,33.6596755981445,-101.240936279297,Crosbyton,TX
Dairy Queen,1,2.0,$,33.6663855,-101.6814352,Idalou,TX
Dairy Queen,3,2.0,$$,33.5944459,-99.2614319,Seymour,TX
Dairy Land Drive Inn,23,3.5,$$,33.2147984804914,-98.1585695840409,Jacksboro,TX
Dairy Queen,7,2.0,N/A,33.2259708953402,-98.1615805758337,Jacksboro,TX
Dairy Queen,10,2.0,$,33.5573583841324,-97.8451837599277,Bowie,TX
Dairy Queen,9,2.0,$,33.815282,-98.185394,Henrietta,TX
Dairy Queen,5,3.0,$,33.7878855317831,-97.7232894301414,Nocona,TX
Chundy's Ice Cream,2,5.0,N/A,33.21014,-97.7586,Bridgeport,TX
Beth Marie's Old Fashioned Ice Cream,234,4.5,$,33.2143758569454,-97.1333574642247,Denton,TX
CherryBerry,33,4.0,$,33.2141761567487,-96.7344563948335,McKinney,TX
Grif's Sammie Shop,40,4.5,$,33.12925,-96.65438,Allen,TX
Old Town Creamery,166,4.0,$,33.0570431392057,-96.7719610747994,Plano,TX
J'Adore Yogurt,76,4.5,$,33.11793,-96.8045,Frisco,TX
Sweet Firefly,258,4.5,$,32.9915439439789,-96.7279850168191,Richardson,TX
Yogurt Story,53,4.0,$,33.191882309652,-97.09997723184,Denton,TX
Sweet Frog Premium Frozen Yogurt,17,4.5,$,33.174440332453,-96.842685341835,Frisco,TX
Beth Marie's Old Fashioned Ice Cream,59,4.0,$,33.17493,-97.0983399,Denton,TX
Peachwave,6,5.0,$$,33.2369760888084,-96.7885020375252,Prosper,TX
iCream Cafe,92,3.5,$$,33.1545382779788,-96.8393983022179,Frisco,TX
Coconut Cup,59,4.0,$,33.1430238252434,-96.6775428572009,Allen,TX
10 F Below Ice Cream,16,3.5,$$,33.1878578810612,-97.1052862444022,Denton,TX
Andy's Frozen Custard,26,4.0,$,33.1740451,-96.7343972,Frisco,TX
Snow Factory,146,4.5,$,32.9881824469743,-96.9102721516352,Carrollton,TX
I·CE·NY Dallas,167,4.5,$$,32.984206,-96.910294,Carrollton,TX
Andy's Frozen Custard,52,4.0,$,33.1197674249086,-96.8021504584721,Frisco,TX
Yumilicious,54,4.0,$,33.12925,-96.65438,Allen,TX
McKinney's Sweet Spot,36,4.0,$,33.1974411,-96.6165619,McKinney,TX
Henry's Homemade Ice Cream,179,4.0,$,33.0392190459343,-96.7528419780487,Plano,TX
Frosty Drive N,211,4.0,$,33.1945867956028,-97.1406158857555,Denton,TX
Tappy's Yogurt,79,4.5,$,32.99453,-96.97595,Lewisville,TX
Everything Ice Cream,6,4.5,$,33.3448600769043,-96.5585708618164,Anna,TX
Andy's Frozen Custard,116,4.0,$,33.0248715140778,-96.8891334900854,Carrollton,TX
Yogurt Bliss,9,4.0,$,33.1451436672557,-97.1036592498422,Denton,TX
Menchie's Frozen Yogurt,18,4.5,$,33.063244,-96.886363,Lewisville,TX
Nom Noms Mexican Grill & Chill,218,4.0,$,33.2008544806683,-96.7072146758437,McKinney,TX
10° F Rolling Ice Cream Little Elm,14,3.5,$,33.17883,-96.8896199,Little Elm,TX
Neveria Guadalajara Ice Cream,4,5.0,$,33.6293895,-97.1333639,Gainesville,TX
Paciugo Shops At Legacy,60,4.0,$,33.0801004,-96.8230749,Plano,TX
Shake's Frozen Custard,77,4.0,$,33.020500430295,-96.91462623,Carrollton,TX
Hi Sweetie Ice Cream Rolls & Desserts,84,4.0,$,33.0947328707116,-96.8034782968671,Plano,TX
Frios Gourmet Pops - McKinney,15,5.0,$,33.19744,-96.6133,McKinney,TX
Tiff's Treats,71,4.5,$,33.0913755,-96.8187142,Plano,TX
Yogurtea,136,4.0,$,33.089565661877,-96.804819686614,Plano,TX
Andy's Frozen Custard,20,4.5,$,33.0699986288411,-96.8742734517213,The Colony,TX
TC Shaved Ice Frisco,32,4.0,$,33.15163,-96.80665,Frisco,TX
Paciugo Frisco South,38,4.0,$,33.094377,-96.815885,Frisco,TX
Yogurtland,106,4.5,$,32.9969489745379,-96.8309369514712,Dallas,TX
Mango Mango Dessert,183,4.0,$,33.029537,-96.709748,Plano,TX
Orange Leaf Frozen Yogurt,14,4.0,$,33.21429,-96.63804,Mckinney,TX
Menchies Frozen Yogurt - Preston Towne Crossing,35,4.5,$,33.02777,-96.79088,Plano,TX
Sweet Cup Frozen Yogurt & Ice Cream,32,4.0,$,33.0566713,-96.7068005,Plano,TX
Purple Kiwi,40,4.0,$,33.108192,-96.807991,Frisco,TX
Sno Tea,102,4.5,$,33.0271,-96.82681,Plano,TX
Sub Zero Ice Cream & Yogurt,39,3.5,$$,33.07186,-97.0862,Flower Mound,TX
Paciugo Gelato Caffe-Plano,112,4.5,$,33.030444458127,-96.7950137704611,Plano,TX
Orange Leaf Frozen Yogurt,29,4.0,$,33.116023,-96.837341,Frisco,TX
Rita's Italian Ice,42,4.0,$,33.1020944,-96.6812027,Allen,TX
Paciugo Gelato Caffe - Watters Creek,47,4.0,$,33.0884597,-96.6843613,Allen,TX
Braum's Ice Cream & Dairy Stores,7,3.0,$,33.6657600402832,-95.5100936889648,Paris,TX
Braums,6,3.0,$,33.1145123040117,-95.5930653407946,Sulphur Springs,TX
Braum's Ice Cream and Dairy Store,3,3.5,N/A,33.24803,-95.91178,Commerce,TX
IdziBitsy Bakery,9,3.0,$$,33.1263456715665,-95.7474025376648,Brashear,TX
Dairy Queen,1,5.0,$,33.13565,-95.60941,Sulphur Springs,TX
Sweet Frog Premium Frozen Yogurt,3,3.5,N/A,33.1078878227653,-95.5976233495891,Sulphur Springs,TX
Dairy Queen,2,3.0,N/A,33.3760228592343,-95.7014427893021,Cooper,TX
Tropical Sno,1,5.0,$,33.6611270159483,-95.5116371065378,Paris,TX
Sweet Frog Premium Frozen Yogurt,1,4.0,N/A,33.6613422632217,-95.5105018615723,Paris,TX
Dairy Queen,2,5.0,N/A,33.661449432373,-95.5293426513672,Paris,TX
Braum's,1,3.0,$$,33.66027,-95.57829,Paris,TX
The Magic Scoop General Store,3,5.0,$,33.1383695661156,-95.602002069354,Sulphur Springs,TX
Skaggs Country Store & Grill,5,4.5,$,33.4736566307056,-94.471068236993,New Boston,TX
Dairy Queen,20,2.5,$,33.464116,-94.409548,New Boston,TX
Diary Queen,2,5.0,N/A,33.1656583968742,-94.9691013731156,Mt Pleasant,TX
Braum's Ice Cream and Dairy Store,4,3.0,$,33.1446418762207,-94.9677352905273,Mount Pleasant,TX
Dairy Queen,12,1.5,$,33.4724633591076,-94.289567856437,Hooks,TX
Dairy Queen,4,1.0,$,33.5117492675781,-94.6205291748047,De Kalb,TX
DAIRY QUEEN,2,1.0,N/A,33.4693265341213,-94.3264413625002,New Boston,TX
Dairy Queen,2,2.0,N/A,33.1463688611984,-94.968701004982,Mount Pleasant,TX
Dairy Queen,5,3.5,$,33.26645,-93.23546,Magnolia,AR
Baskin Robbins,1,2.0,$,33.68085,-93.60636,Hope,AR
Old Fashion-Betty's,2,4.5,N/A,33.2060249,-92.6489082,El Dorado,AR
Huddle House,3,1.5,$$,33.2077379,-92.6807498,El Dorado,AR
Dairy Queen,1,2.0,N/A,33.2331953741841,-92.6652470893303,El Dorado,AR
Scoops Ice Cream and Grille,10,4.5,$$,33.3806734,-91.0391932,Greenville,MS
Spencer's Dairy Kream,21,4.5,$,33.768976,-89.807032,Grenada,MS
Waterwheel Homemade Ice cream and Smokin'Grill,20,4.0,$$,33.7850447029542,-89.8336867917929,Grenada,MS
Gas Mart,2,5.0,$,33.7643381649789,-89.9762109803591,Holcomb,MS
Local Culture Frozen Yogurt,10,4.5,$,33.4579,-88.80521,Starkville,MS
Churn & Spoon,5,4.5,$$$,33.454843,-88.806144,Starkville,MS
Cook Out,15,3.5,$,33.4547544296611,-88.81549320061,Starkville,MS
Frios,1,5.0,N/A,33.4640057187641,-88.8145641982555,Starkville,MS
Dairy Queen,4,3.0,N/A,33.4429806037772,-88.8212847944206,Starkville,MS
Tutti Frutti Frozen Yogurt,2,1.5,$$$,33.4615608,-88.8089651,Starkville,MS
Steel City Pops,21,4.5,$,33.2108894820487,-87.5654907741828,Tuscaloosa,AL
Ingram Farms,6,4.5,$,33.2578205,-87.5688951,Northport,AL
Yogurt Mountain,11,4.0,$,33.194114,-87.527763,Tuscaloosa,AL
Freddy's Frozen Custard & Steakburgers,15,3.5,$,33.1973657518547,-87.5316976314034,Tuscaloosa,AL
"MOOYAH Burgers, Fries & Shakes",18,2.5,$$,33.21137,-87.55269,Tuscaloosa,AL
Tcby Treats,5,3.0,$,33.2365952,-87.5529404,Northport,AL
Tcby Treats,4,3.5,$,33.1893845,-87.5262985,Tuscaloosa,AL
Yogurt In Love,1,4.0,$,33.14029,-87.54496,Tuscaloosa,AL
Dippin' Dots,2,5.0,$,33.19743,-87.52373,Tuscaloosa,AL
Orange Leaf Frozen Yogurt,7,1.5,$$,33.2181332096267,-87.5580419023613,Tuscaloosa,AL
Hwy 55 Burgers Shakes & Fries,13,3.0,$$,33.175842,-87.523712,Tuscaloosa,AL
Bluff Park Ice Cream Shoppe,29,5.0,$,33.4206548102574,-86.8469637259841,Birmingham,AL
Big Spoon Creamery,82,4.5,$$,33.523116342601,-86.775494934365,Birmingham,AL
Mountain Brook Creamery,30,4.5,$,33.48439,-86.77359,Mountain Brook,AL
Edgewood Creamery,52,4.0,$,33.4736506640911,-86.8089229613543,Birmingham,AL
The Whole Scoop Ice Cream Shop,32,4.5,$,33.3477654028869,-86.8688638978709,Hoover,AL
Doodle's Homemade Sorbets and Ices,22,4.5,$,33.4544255999039,-86.7287810767212,Vestavia Hills,AL
Steel City Pops,143,4.5,$,33.4793697474837,-86.7945541070769,Homewood,AL
Bendy's Cookies & Cream,9,5.0,$,33.520679473877,-86.8117599487305,Birmingham,AL
Yogurt Mountain,14,4.5,$,33.3723267796049,-86.8116474151611,Hoover,AL
Steel City Pops,38,4.5,$,33.4514657241178,-86.7289639816664,Birmingham,AL
Yogurt Mountain,33,4.0,$,33.460543504874,-86.753687888285,Birmingham,AL
Insomnia Cookies,76,4.0,$,33.5001992109715,-86.7967590233897,Birmingham,AL
La Sabrosita,16,4.5,$,33.3786526851217,-86.8016158143282,Hoover,AL
Frios Gourmet Pops,8,5.0,$,33.2387952480461,-86.8207052901409,Alabaster,AL
Steel City Pops,17,5.0,$,33.4131478,-86.6648597,Birmingham,AL
Freddy's Frozen Custard & Steakburgers,25,3.5,$,33.408159,-86.665775,Birmingham,AL
Sno Biz,10,5.0,$,33.3473746465126,-86.7958170175552,Pelham,AL
Sweet Frog Premium Frozen Yogurt,11,3.5,$,33.4084582,-86.6670482,Birmingham,AL
Scoops,8,3.5,$,33.4785029298089,-86.791995006877,Birmingham,AL
Bahama Buck's,13,4.0,$$,33.4601675,-86.7316546,Vestavia Hills,AL
Brusters Real Ice Cream,16,3.5,$,33.419189,-86.799629,Vestavia,AL
"Reyes Pizza, Ice Cream & More",27,4.5,$,33.5308189,-86.6930389,Irondale,AL
Bruster's Ice Cream & Yogurt,6,4.0,$,33.3824091505065,-86.7376531010776,Birmingham,AL
Green Valley Drug,17,4.0,$,33.402134613078,-86.8072389046082,Hoover,AL
Cold Stone Creamery,11,3.5,$$,33.5973752,-86.6453325,Trussville,AL
"MOOYAH Burgers, Fries & Shakes",48,3.5,$$,33.507073,-86.798088,Birmingham,AL
32 Degrees A Yogurt Bar,5,3.5,$$,33.5030545,-86.7568645,Birmingham,AL
Tcby Yogurt,7,3.0,$$,33.4795099496841,-86.7884221673012,Birmingham,AL
"MOOYAH Burgers, Fries & Shakes",61,3.5,$$,33.4375419,-86.7293809,Birmingham,AL
Yogurt Mountain,4,3.5,$,33.6007843,-86.6403961,Trussville,AL
Dairy Queen,9,3.0,$,33.2378062922307,-86.8018861720859,Alabaster,AL
Top It Off Frozen Yogurt and Smoothie,5,3.0,$,33.2833214,-86.8549271,Helena,AL
Historic 4th Avenue Shirts,1,5.0,$,33.5150299072266,-86.8112716674805,Birmingham,AL
Dairy Queen,4,3.5,$,33.4685068362665,-86.8198974439376,Birmingham,AL
Hwy 55 Burgers Shakes & Fries,36,3.5,$,33.4638476,-86.8196686,Homewood,AL
Icebergs Italian Ice,2,4.0,$,33.6194496,-86.6111221,Trussville,AL
Gilchrist,7,3.0,$$,33.4837177138231,-86.7731343215014,Birmingham,AL
Haagen Dazs Shop,7,3.0,$$$,33.3798217773438,-86.8073959350586,Birmingham,AL
Dairy Queen,10,2.5,$,33.45546,-86.7355,Birmingham,AL
La Sabrosita,2,3.5,$,33.468232601881,-86.8316419422626,Birmingham,AL
Lichita's Paleteria y Neveria,5,2.5,$$,33.5141103475399,-86.807822920382,Birmingham,AL
Dairy Queen,11,2.5,$,33.4195348373004,-86.679464917835,Birmingham,AL
Dairy Queen,6,3.0,$$,33.6397,-86.62278,Birmingham,AL
Yogurt Mountain,2,2.5,$$,33.6514713273484,-86.8192749239435,Gardendale,AL
Dairy Queen,6,2.0,$,33.3322508007735,-86.7926660774561,Pelham,AL
Cream & Cones,6,3.5,$$,33.3405201,-86.794607,Pelham,AL
Dairy Queen,12,1.5,$,33.4921432,-86.7033768,Birmingham,AL
DQ Grill & Chill Restaurant,7,1.5,$,33.651439,-86.81617,Gardendale,AL
Dairy Queen,3,3.0,$,33.4465509,-86.9966527,Hueytown,AL
Hwy 55 Burgers Shakes & Fries,6,3.0,N/A,33.5606307,-86.5210959,Leeds,AL
32 Degrees A Yogurt Bar,3,3.5,$,33.6084094102838,-85.7847046852112,Oxford,AL
TCBY,1,5.0,N/A,33.66981,-85.82637,Anniston,AL
Dairy Queen,7,1.5,$,33.6812288348017,-85.2629578236751,Tallapoosa,GA
Dairy Queen,11,1.5,$,33.6146153,-85.7886315,Oxford,AL
Dairy Queen,1,1.0,$,33.8171899,-85.7607,Jacksonville,AL
Tutti Frutti,22,4.5,$,33.4217995405197,-84.187325835228,Mcdonough,GA
The Frigid Frog of Georgia,11,4.5,$,33.3957769781809,-84.6052023018523,Peachtree City,GA
Butter and Cream,251,4.5,$,33.775098627557,-84.2949960223633,Decatur,GA
Richards Super Premium Ice Cream,12,5.0,$,33.57134,-84.4131699,Riverdale,GA
Yo Tops,21,3.5,$,33.450391,-84.506438,Fayetteville,GA
Jeni's Splendid Ice Creams,553,4.5,$$,33.7868764460363,-84.412201855156,Atlanta,GA
Morelli's Gourmet Ice Cream & Desserts,325,4.5,$,33.7339139,-84.3494749,Atlanta,GA
TCBY,12,4.0,$,33.3760917163505,-84.5626925142934,Peachtree City,GA
Smallcakes Cupcakery And Creamery,8,5.0,$,33.396768,-84.6083709,Peachtree City,GA
Jeni's Splendid Ice Creams,145,4.5,$,33.7564548623069,-84.3639258760575,Atlanta,GA
Marble Slab Creamery,9,3.5,$,33.3953551,-84.590668,Peachtree City,GA
Paleteria Janitzio,6,5.0,$,33.59975,-84.37822,Forest Park,GA
Queen of Cream,113,4.0,$,33.7546773505066,-84.3549370929875,Atlanta,GA
Berry Mango's,12,4.5,$,33.4277267456055,-84.0950012207031,McDonough,GA
Revolution Gelato,25,5.0,$,33.7410353771961,-84.3467175440901,Atlanta,GA
Bruster's Ice Cream & Yogurt,7,3.5,$,33.421627304747,-84.5595162584021,Peachtree City,GA
Honeysuckle Gelato,159,4.5,$,33.7722038622654,-84.3663580039826,Atlanta,GA
Jeni's Splendid Ice Creams,134,4.5,$$,33.7743797,-84.2963181,Decatur,GA
Marble Slab Creamery,16,3.5,$$$,33.4643405,-84.2217713,McDonough,GA
Westside Creamery,24,4.5,$$,33.68621,-84.4939,Atlanta,GA
CherryBerry,8,4.5,$,33.3538628,-84.1192245,Locust Grove,GA
Sweet Creams & Coffee,5,5.0,$,33.4519929673852,-84.1676639020443,McDonough,GA
Insomnia Cookies,111,3.5,$,33.7799432715525,-84.3892070653783,Atlanta,GA
Kilwin's,284,4.0,$$,33.7931351214337,-84.3976599168751,Atlanta,GA
Vintage Frozen Custard,157,3.5,$,33.7826388,-84.4115507,Atlanta,GA
YoJays,3,3.5,$$,33.6176730032121,-84.3538585852543,Forest Park,GA
CamiCakes,29,3.5,$$,33.6545029,-84.505127,Atlanta,GA
Lupita's Ice Cream,2,5.0,$,33.55449,-84.26036,Stockbridge,GA
I Juice & Smoothies,26,5.0,$,33.7332965844548,-84.2135618627071,Decatur,GA
Paolos Gelato Italiano,235,4.0,$,33.7823440879583,-84.3534987419844,Atlanta,GA
Rita's Italian Ice,6,4.0,$,33.4472499,-84.14614,McDonough,GA
Yogli Mogli,61,4.0,$,33.7819,-84.3545,Atlanta,GA
Bruster's Ice Cream,19,4.0,$,33.6557445111671,-84.5101245582733,Atlanta,GA
Jake's Ice Creams & Sorbets,166,3.5,$,33.7578125,-84.3652877807617,Atlanta,GA
Yogli Mogli,21,4.0,$,33.7240715,-84.733017,Douglasville,GA
King of Pops Bar & Good Grub,63,4.5,$,33.7725223,-84.3659676,Atlanta,GA
Sweet Frog Premium Frozen Yogurt,9,3.0,$$,33.4807840289933,-84.4395537301898,Fayetteville,GA
The Mix,1,4.0,N/A,33.4091347944849,-84.6785509586334,Newnan,GA
Pinkberry,44,3.0,$$,33.6401365649074,-84.4385103621295,Atlanta,GA
Bartaco Inman Park,337,4.0,$$,33.761977,-84.35854,Atlanta,GA
Paleteria y Neveria La Feria de Michoacan,2,5.0,$,33.4752881439911,-84.3385445694504,Jonesboro,GA
Ali's Cookies Emory,51,4.0,$$,33.78776,-84.32634,Atlanta,GA
Camicakes Creamery,60,3.5,$,33.8442037,-84.4901272,Smyrna,GA
Bruster's Ice Cream & Yogurt,46,4.0,$,33.81583,-84.31632,Atlanta,GA
Atomic Ice Cream Sandwich,11,4.0,$,33.783313,-84.379577,Atlanta,GA
LottaFrutta,44,3.0,$$,33.6407456,-84.436057,Atlanta,GA
Yogli Mogli,24,3.5,$,33.7770302,-84.3901818,Atlanta,GA
Dairy Queen,8,2.0,$,33.428384,-84.180505,McDonough,GA
Royal Sweets,34,4.5,$,33.7966023,-84.2823985,Decatur,GA
KirbyG's Diner & Pub,98,3.5,$$,33.44649,-84.14666,McDonough,GA
Scoops,4,5.0,$,33.5959052549895,-83.4682595797309,Madison,GA
The Caboose,15,4.5,$,33.6272468566895,-83.611572265625,Rutledge,GA
Dairy Queen,3,4.5,$,33.55018,-83.2024,Greensboro,GA
Antique Sweets,3,5.0,$,33.5961494445801,-83.4680862426758,Madison,GA
Dairy Queen,2,5.0,N/A,33.5595081746578,-83.4766832739115,Madison,GA
SweeTreats,1,4.0,N/A,33.0811623483896,-83.2272720336914,Milledgeville,GA
Dairy Queen,2,3.0,N/A,33.0671539306641,-83.223876953125,Milledgeville,GA
Scoops Franchising,1,5.0,N/A,33.66677,-83.64292,Social Circle,GA
Dairy Queen,3,4.5,$,33.0017967224121,-83.5496673583984,Gray,GA
Huddle House,2,1.0,N/A,33.0965843200684,-83.2590026855469,Milledgeville,GA
Huddle House,2,3.0,$,33.08234,-83.22338,Milledgeville,GA
Menchie's Frozen Yogurt,20,4.5,$,33.5122278350464,-82.0393754601189,Augusta,GA
Peachwave,40,4.0,$,33.5114555358887,-82.032844543457,Augusta,GA
Yotopia Frozen Sweets and Treats,21,3.5,$,33.5385818481445,-82.1306915283203,Evans,GA
Tutti Frutti,39,3.5,$,33.4867162844712,-82.0781787946174,Augusta,GA
Summerville Scoops,11,3.5,$,33.4703333078759,-82.0344985375898,Augusta,GA
Sweets On Broad,12,4.0,$$,33.4762936680183,-81.9688761234283,Augusta,GA
Cold Stone Creamery,33,3.5,$$,33.49152,-82.0775,Augusta,GA
Pink Dipper,19,3.5,$,33.49379,-81.97054,North Augusta,SC
Yotopia Frozen Yogart,4,5.0,$,33.538334,-82.130684,Evans,GA
Fryst Jogurt,12,4.5,$,33.574504115703,-81.9365450585175,North Augusta,SC
Bruster's Old Fashion Ice Cream & Yogurt,17,3.0,$,33.4864158630371,-82.0780029296875,Augusta,GA
Dippin' Dots,7,4.5,$,33.515702194497,-82.069713152515,Augusta,GA
Bruster's Real Ice Cream,9,3.5,$,33.5355073,-82.130216,Evans,GA
Dairy Queen,6,4.0,$,33.48105,-82.13121,Augusta,GA
Yoyo Yogurt,25,2.5,$,33.5256368207575,-82.1177386771774,Evans,GA
Dairy Queen,11,2.5,$,33.5150108337402,-82.0589752197266,Augusta,GA
Brusters,4,3.0,$,33.5062255859375,-81.9580230712891,North Augusta,SC
Dairy Queen,1,4.0,$$,33.4125862121582,-82.0250854492188,Augusta,GA
Dairy Queen,3,2.0,$,33.4714744578623,-82.0352004468441,Augusta,GA
Baskin Robbins,3,2.5,$,33.512047,-82.046265,Augusta,GA
Baskin Robbins,1,1.0,$,33.54049,-82.13384,Evans,GA
Dairy Queen,3,2.5,$,33.4733840516074,-82.1930239722133,Grovetown,GA
Dairy Queen,2,3.0,$,33.4671631,-82.0807266,Augusta,GA
Dairy Queen Grill & Chill Restaurant,3,2.5,$$,33.5066100601363,-82.5023400038481,Thomson,GA
Dairy Queen,1,1.0,N/A,33.0791816711426,-82.0069351196289,Waynesboro,GA
Edisto River Creamery & Kitchen,10,5.0,$$,33.48367,-80.87163,Orangeburg,SC
Dairy O,3,3.5,$$$,33.4910458674522,-80.8599875333343,Orangeburg,SC
The Chillin' Station,4,5.0,$,33.206702,-79.983873,Moncks Corner,SC
Sweet Frog Premium Frozen Yogurt,13,5.0,$,33.0346558687433,-80.0606711581349,Goose Creek,SC
Sweet Frog Premium Frozen Yogurt,13,4.0,$,33.0115583,-80.2357085,Summerville,SC
Marble Slab Creamery,10,4.0,$,33.0400314331055,-80.1594924926758,Summerville,SC
Ye Ole Fashioned Ice Cream & Sandwich Cafe,22,4.0,$,33.00632,-80.04492,Goose Creek,SC
Dairy Queen,16,3.0,$,33.0044836917104,-80.0390820577741,Goose Creek,SC
Ye Ole Fashioned Cafe and Ice Cream,4,3.0,$$,33.2071112,-79.9831142,Moncks Corner,SC
Ye Ole Fashioned Ice Cream & Sandwich Cafe,23,3.0,$,33.034426,-80.159221,Summerville,SC
Ye Ole Fashioned Ice Cream & Sandwich Cafe,30,3.0,$,32.982445,-80.175879,Summerville,SC
Booze Pops,5,4.0,$,32.81077,-79.86279,Charleston,SC
Shabulicious Creams & Wiches,1,4.0,N/A,33.6644284616521,-79.8302409052849,Kingstree,SC
TCBY,2,2.0,$,33.0374184,-80.1580963,Summerville,SC
Pelican's SnoBalls,1,4.0,N/A,33.0594348948414,-80.0343217045529,Moncks Corner,SC
Simple Treasures,1,5.0,N/A,33.018693538578,-80.1780690997839,Summerville,SC
Paradice Ice Cream & Ice Treats,23,4.5,$,33.4874201,-79.0923466,Pawleys Island,SC
The Ole Fashion Ice Cream Parlor,35,4.5,$,33.607915,-78.985004,Surfside Beach,SC
Painters Homemade Ice Cream,58,4.5,$,33.59504,-78.99966,Murrells Inlet,SC
Kirk's 1890 Ice Cream Parlor,113,4.0,$,33.705507,-78.867496,Myrtle Beach,SC
Meyer's Ice Cream,63,4.5,$,33.617195,-78.97662,Surfside Beach,SC
Melt,47,5.0,$,33.81935,-78.67218,North Myrtle Beach,SC
Painter's Homemade Ice Cream,20,4.0,$,33.5776482646918,-78.9990109205246,Murrells Inlet,SC
Twisters Soft Serve,11,4.5,$,33.5600942105015,-79.0312289226151,Murrells Inlet,SC
Anything Froz Yogurt Smoothies & Espresso Coffee,18,4.5,$,33.4710377,-79.1043818,Pawleys Island,SC
Sugar Life,24,4.5,$$,33.7016182,-78.8721313,Myrtle Beach,SC
Sweet Ice,13,4.5,$,33.7120571,-78.8993092,Myrtle Beach,SC
Kirk's Ice Cream Parlor,59,4.0,$,33.7358199,-78.8327599,Myrtle Beach,SC
Froyoz,22,4.5,$,33.589548,-79.006079,Garden City,SC
Sophia's Ice Cream,27,4.0,$,33.605414,-78.973025,Surfside Beach,SC
Sweet Molly's Creamery,24,4.0,$,33.7982483,-78.7411423,North Myrtle Beach,SC
Sub Zero Nitrogen Ice Cream Yogurt,24,4.0,$$$,33.65221,-78.983566,Myrtle Beach,SC
The Crafty Cow,14,3.5,$$,33.798532187205,-78.7455847997833,North Myrtle Beach,SC
Cindy And Jims Ice Cream,8,4.5,$$,33.7735021,-78.7807495,Myrtle Beach,SC
Native Joe's Scoop & Grind,21,4.0,$,33.7967150217628,-78.740581150685,North Myrtle Beach,SC
Bruster's Real Ice Cream,19,4.5,$$,33.75933,-78.96446,Myrtle Beach,SC
TCBY,8,5.0,$,33.7003090545113,-78.8737610733705,Myrtle Beach,SC
Raves,17,5.0,$,33.6062312647581,-78.9872647879201,Surfside Beach,SC
Wee R Sweetz,9,5.0,$$,33.81967,-78.67327,North Myrtle Beach,SC
Ben & Jerry's Ice Cream and Frozen Yogurt,11,4.5,$$,33.7146436,-78.8837989,Myrtle Beach,SC
Dairy King,25,4.0,$,33.81892,-78.67289,North Myrtle Beach,SC
Boardwalk Coffee House,48,4.0,$,33.6920455098152,-78.879536613822,Myrtle Beach,SC
Sweet Frog Premium Frozen Yogurt,9,4.0,$$$,33.6904810686615,-78.8818288967013,Myrtle Beach,SC
Painters Homemade Ice Cream,92,3.0,$,33.8085899,-78.7133484,North Myrtle Beach,SC
Mad Myrtle's Ice Creamery,18,3.0,$,33.6932508653068,-78.8786168140802,Myrtle Beach,SC
Yum Yum Shop,10,4.0,$,33.5770797729492,-78.9992370605469,Murrells Inlet,SC
Ben & Jerry's,11,4.0,$$,33.7077713,-78.8618896,Myrtle Beach,SC
Hwy 55 Burgers Shakes & Fries,27,4.0,$,33.54786,-79.0425,Murrells Inlet,SC
Kilwins Myrtle Beach,10,3.5,$$,33.7175203839773,-78.8823691965336,Myrtle Beach,SC
Sweet Frog Premium Frozen Yogurt,4,3.5,$,33.644954636693,-78.9791451394558,Surfside Beach,SC
Ben & Jerry's,6,4.0,$$,33.728044,-78.836556,Myrtle Beach,SC
Rita's Italian Ice,26,4.5,$,33.809007,-78.7114048,North Myrtle Beach,SC
Sweet Frog Premium Frozen Yogurt,11,4.5,$,33.8308942513614,-78.6750763749378,North Myrtle Beach,SC
Scooby's Ice Cream & Grill,15,3.0,N/A,33.6689453125,-78.9059524536133,Myrtle Beach,SC
Ben N Jerry's,4,4.5,$,33.7844058,-78.7707948,Myrtle Beach,SC
Menchie's - Myrtle Beach,2,4.5,$,33.7508705540638,-78.8146133737114,Myrtle Beach,SC
Hershey Ice Cream,6,3.5,$,33.6795120127802,-78.8945643603802,Myrtle Beach,SC
Lick's Ice Cream,4,3.5,$$,33.6072128955502,-78.9700021594763,Surfside Beach,SC
Ben & Jerry's,8,4.0,$,33.7187333,-78.8788844,Myrtle Beach,SC
Sugar Babys,12,3.0,$,33.81935,-78.67218,North Myrtle Beach,SC
Menchie's,7,4.5,$$,33.8429864,-78.6616028,North Myrtle Beach,SC
Scoop's Homemade Ice Cream,14,2.0,$$,33.67645,-78.90244,Myrtle Beach,SC
